,CODE,STATION NAME,RAILWAY ZONE,STATION ADDRESS
2044,DGHT,DIGHA H,ECR,"Digha Halt Railway Station, Bansghat R.."
2045,DGI,DUNGRI,WR,"Dungari Railway Station, Dungari, Guja.."
2046,DGJ,DUNGAR JN,WR,"Dungar, Gujarat, India"
2047,DGLE,DHULIAN GANGA,ER,Ganga
2048,DGN,DONGARGAON,CR,"Dongargaon, Chhattisgarh, India"
2049,DGNH,DERGAON H,ECR,"Dergaon, Assam, India"
2050,DGNR,DURGANAGAR F,ER,"Durganagar, Borim, Goa, India"
2051,DGO,DURGAUTI,ECR,"Bihar, India"
2052,DGPP,DHENGLI PP GOAN,SCR,"Parbhani, Maharashtra, India"
2053,DGQ,DUGDOL,NWR,"Dugdol Nani, Gujarat 385310, India"
2054,DGR,DURGAPUR,ER,"Durgapur, West Bengal, India"
2055,DGS,DAGORI,SECR,"Dagori, Chhattisgarh, India"
2056,DGU,DIGARU,NFR,"Kamrup, Assam, India"
2057,DGW,DHIGAWARA,NWR,"Alwar, Rajasthan, India"
2058,DGX,DAHGAON,NFR,"Dahigaon, Maharashtra, India"
2059,DGZ,DEVIGANJ,ECR,"Khaira, Bihar 854338, India"
2060,DH,DIAMOND HARBOUR,ER,"Diamond Harbour, West Bengal, India"
2061,DHA,DHEENA,ECR,"Dheena, Uttar Pradesh, India"
2062,DHAE,DAINHAT,ER,"Dainhat, West Bengal"
2063,DHBI,DHABAULI HALT,ECR,
2064,DHD,DAHOD,WR,"Dahod Railway Station, Dahod, Gujarat,.."
2065,DHE,DOBHI H,NER,"Dobhi, Bihar, India"
2066,DHF,DAHEJ,WR,"Dahej, Gujarat, India"
2067,DHG,DHRANGADHRA,WR,"Surendranagar, Gujarat, India"
2068,DHH,DINHATA,NFR,"Dinhata, West Bengal, India"
2069,DHI,DHULE,CR,"Dhule, Maharashtra, India"
2070,DHJ,DHINOJ,WR,"State Highway 55, Dhinoj, Gujarat, India"
2071,DHK,DHAKURIA F,ER,"Sarat Ghosh Garden Rd, Dhakuria, Babu .."
2072,DHKR,DHODA KHEDI,NR,"Haryana 136118, India"
2073,DHL,DEVANAHALLI,SWR,"Devanahalli, Karnataka, India"
2074,DHM,DADHAL INAM,WR,"Dadhal, Ankleshwar, Gujarat 393001, In.."
2075,DHMZ,DHOLA MAZRA,NR,"Kurukshetra, Haryana, India"
2076,DHN,DHANBAD JN,ECR,"Dhanbad, Jharkhand 826001, India"
2077,DHNA,DHACHNA,NFR,"Dhachna, Bihar 854317, India"
2078,DHND,DHINDA,NWR,"Jaipur, Rajasthan, India"
2079,DHNE,DHONE,SCR,"S S Colony, Dhone, Andhra Pradesh, India"
2080,DHNR,DHANORA DECCAN,SCR,"Dhanora Deccan Station, Maharashtra, I.."
2081,DHO,DHAULPUR,NCR,"Dhaulpur Railway Station, Dholpur, Raj.."
2082,DHOA,DHAULPUR,NCR,"Dholpur NG, Dhaulpur Railway Station, .."
2083,DHP,DICHPALLI,SCR,"Dichpally, Andhra Pradesh, India"
2084,DHPD,DAHAPARA DHAM,ER,"Ghanasyampur, West Bengal, India"
2085,DHPR,DAPPAR,NR,"160104, India"
2086,DHQ,DHARAKHOH,CR,"Dharangaon, Maharashtra, India"
2087,DHR,DHARNAODA,WCR,"Dharnawada, Rajasthan, India"
2088,DHRJ,DHIRGANJ,NR,"Pratapgarh, Uttar Pradesh, India"
2089,DHRN,DHURANA,NR,"Dhurana, Haryana, India"
2090,DHRR,DHIRERA,NWR,"Dherera, Rajasthan, India"
2091,DHRY,DHAIPUKHURI,NFR,"Padumpukhuri, Mahabhairab, Tezpur, Assam"
2092,DHT,DHAMARA GHAT,ECR,"Khagaria, Bihar, India"
2093,DHU,DHUBULIA,ER,"Dhubulia Kudiram Sangha, West Bengal, .."
2094,DHW,DHARIWAL,NR,"Dhariwal, Punjab, India"
2095,DHWN,DANIYAWAN F,ECR,"Daniyawan, SH 4, Bihar, India"
2096,DHY,DHARODI,NR,"Dharwad, Karnataka, India"
2097,DI,DOMBIVILI,CR,"Dombivli, Dombivli West, Dombivli, Mah.."
2098,DIA,DIDWANA,NWR,"Adarsh Nagar, Didwana, Rajasthan, India"
2099,DIB,DIBAI,NR,"Dibai, Uttar Pradesh, India"
2100,DIBL,DHOLI BHAL,WR,"Dholi bhal, Gujarat, India"
2101,DIC,DAHISAR,WR,"Dahisar West, Maharashtra, India"
2102,DIG,DUGGIRALA,SCR,"Railpeta, Duggirala, Andhra Pradesh, I.."
2103,DIH,DHARUADIHI,SER,"State Highway 24, Orissa, India"
2104,DIL,DILAWARNAGAR,NR,"Uttar Pradesh, India"
2105,DIM,DHANSIMLA PH,SER,"Red Hills Rd, Chennai, Tamil Nadu, India"
2106,DING,DING,NWR,"Ding Railway Station, Haryana, India"
2107,DINR,DIVINE NAGAR,SR,"Divine Nagar, Valiakulam, Changanasser.."
2108,DIP,DIPORE,CR,"Udaipur, Rajasthan, India"
2109,DIPA,DIPA,NFR,"Assam 787059, India"
2110,DIR,DHANAPUR ORISSA,ECOR,"Jayantigiri Bus Stop, National Highway.."
2111,DISA,DISA,WR,"Deesa, Gujarat, India"
2112,DIT,DOHRIGHAT,NER,"Dohrighat, Uttar Pradesh, India"
2113,DIU,DHING,NFR,"Dhing, Assam, India"
2114,DIVA,DIVA,CR,"Diva Gaon, Maharashtra, India"
2115,DIW,DHILWAN,NR,"Kapurthala, Punjab, India"
2116,DIWR,DIGWAR HALT,ECR,
2117,DJ,DARJEELING,NFR,"Darjeeling Rly Station, Hill Cart Road.."
2118,DJA,DAOTUHAJA,NFR,"Dima Hasao, Assam, India"
2119,DJD,DIDARGANJ ROAD,NER,"Uttar Pradesh, India"
2120,DJG,DULIAJAN,NFR,"Assam 786692, India"
2121,DJHR,DEOJHAR,SER,"Unnamed Road, Sialijoda, Odisha 758038.."
2122,DJI,DHORAJI,WR,"Rajkot, Gujarat, India"
2123,DJKR,DOLAJI KA KHERA,NWR,"Rajsamand, Rajasthan, India"
2124,DJL,DODJALA H,SWR,"Doddajala, Karnataka, India"
2125,DJR,DOMJUR,SER,"Domjur, West Bengal, India"
2126,DJRZ,TO DARJEELING,NFR,"ROAD TO TLDP - III, West Bengal, India"
2127,DJS,DHURANT JWAS H,ECR,"Lakhisarai, Bihar, India"
2128,DJX,DUNGRIPALI,ECOR,"Dunguripali, Odisha, India"
2129,DK,DAKOR,WR,"Kheda, Gujarat, India"
2130,DKAE,DANKUNI,ER,"Station Pally, West Bengal, India"
2131,DKB,DAKSHINBARI,SER,"Dakshindari, Kolkata, West Bengal, India"
2132,DKBJ,DAHAR KA BALAJI,NWR,"Jhotwara Industrial Area, Jaipur, Raja.."
2133,DKC,DEVARKADRE,SCR,"Devarkadra Railway Station, Devarkadra.."
2134,DKD,DONAKONDA,SCR,"Donakonda, Andhra Pradesh, India"
2135,DKDE,DANKAUR,NCR,"Dankaur, Uttar Pradesh, India"
2136,DKDP,DAKSHIN DURGAPUR H,ER,"Dakshin Durgapur, West Bengal, India"
2137,DKE,DIHAKHO,NFR,"Assam 788832, India"
2138,DKGN,DEKARGAON,NFR,"Dekargaon Railway Station, Dekachuburi.."
2139,DKGS,DINKAR GRAM SIMARIA,ECR,"Simaria, Bihar 851118, India"
2140,DKI,DHARMKUNDI,WCR,"Dharmapuri, Andhra Pradesh, India"
2141,DKJ,DORNAKAL JN,SCR,"Dornakal Railway Station, Dornakal, An.."
2142,DKJR,DHEKIAJILI ROAD,NFR,"No.1 Panbari Bagan, Assam 784111, India"
2143,DKLU,DOIKALLU,ECOR,"Karkala, Karnataka, India"
2144,DKM,DIKOM,NFR,"Naduwa T.E., Assam, India"
2145,DKMN,D KURHMA NARESH HALT,ECR,"Kadiahi Khurd, Bihar 824121, India"
2146,DKN,DEVANGONTHI,SWR,"Devanakonda, Andhra Pradesh, India"
2147,DKNT,DAKANIYA TALAV,WCR,"Rajasthan, India"
2148,DKO,DEVAKOTTAI ROAD,SR,"Tamil Nadu, India"
2149,DKR,DEKPURA H,ECR,"Sikandarpur Digpura, Bihar 803119, India"
2150,DKRA,DHUANKHERI,WCR,"Madhya Pradesh, India"
2151,DKRD,DOCKYARD ROAD,CR,"Dockyard Rd, Mumbai, Maharashtra, India"
2152,DKS,DAREKASA,SECR,"Gondia, Maharashtra, India"
2153,DKSA,DRAKSHARAMA,SCR,"Draksharamam, Andhra Pradesh, India"
2154,DKT,DHULKOT,NR,"133006, India"
2155,DKU,DUMRI KHURD,SECR,"Nagpur, Maharashtra, India"
2156,DKUR,DOKUR,SCR,"Dokur Railway Station, Meenuguvanipall.."
2157,DKW,DHANAKWADA,WR,"Dhankawadi, Pune, Maharashtra, India"
2158,DKWA,DOKWA,NWR,"Rajasthan, India"
2159,DKX,DUDHWAKHARA,NWR,"Dudhwakhara, Rajasthan, India"
2160,DKY,DHOKI,CR,"Maharashtra, India"
2161,DKZ,DELHI KISHANGNJ,NR,"Kishanganj Railway Station, Kishan Gan.."
2162,DL,DALADI,WR,"Rajkot, Gujarat, India"
2163,DLA,DAULTA,NCR,"Targuwan, Uttar Pradesh 284126, India"
2164,DLB,DAULATABAD,SCR,"Maharashtra, India"
2165,DLC,DALMERA,NWR,"Bikaner, Rajasthan, India"
2166,DLCR,DULLABCHERRA,NFR,"Dullabcherra, Assam, India"
2167,DLD,DALAUDA,WR,India
2168,DLDE,DALDALI,NFR,"Dulduli, Hingalganj, West Bengal, India"
2169,DLF,DALAN,NFR,"Dalan Chapra, Bihar, India"
2170,DLGN,DHALGAON,CR,"Maharashtra, India"
2171,DLI,DELHI,NR,"Old Delhi Junction, Hamilton Road, New.."
2172,DLJ,DHOLA JN,WR,"Dhola, Gujarat, India"
2173,DLK,DALKOLHA,NFR,"Farsara, Bihar, India"
2174,DLM,DASKALGRAM,ER,"Daskolgram, West Bengal 731301, India"
2175,DLMH,DHAULIMUHAN,ECOR,"Dhaulimuhan, Odisha, India"
2176,DLN,DILDARNAGAR JN,ECR,"DLN Rd, Dildar Nagar, Bihar, India"
2177,DLO,DALGAON,NFR,"Birpara, West Bengal, India"
2178,DLP,DALPATPUR,NR,"Moradabad, Uttar Pradesh, India"
2179,DLPC,DAULATPUR CHOWK,NR,"Daulatpur, Ghanari, Una, Himachal Prad.."
2180,DLPH,DAULATPUR HAT,NFR,"Uttar Dinajpur, West Bengal, India"
2181,DLPI,DELHI INDRAPURI H,NR,"Naraina Vihar, Naraina, New Delhi, Del.."
2182,DLPT,DULAKHAPATNA PH,ECOR,"Jajpur, Odisha, India"
2183,DLQ,DALELNAGAR,NR,"Hardoi, Uttar Pradesh, India"
2184,DLR,DULLAHAPUR,NER,"Dullahapur, Uttar Pradesh, India"
2185,DLSR,DALHOUSI ROAD,NR,"Dalhousie Rd, Chakki, Punjab, India"
2186,DLV,DOLAVI,CR,"Raigad, Maharashtra, India"
2187,DLW,DILWA,ECR,"Dilwa Station, Jharkhand, India"
2188,DLX,DALIMGAON,NFR,"Nimgaon, Maharashtra, India"
2189,DLZ,DHOLBAZA,NFR,"Araria, Bihar, India"
2190,DMA,DAMODAR JN,SER,"Purulia, West Bengal, India"
2191,DMBR,DUMRI BIHAR,ECR,"Dumri, Bihar, India"
2192,DMC,DHEMAJI,NFR,"Assam 787057, India"
2193,DMD,DHARMADAM H,SR,"Dharmadom, Kerala, India"
2194,DME,DAMNAGAR,WR,"SH 115, Damnagar, Gujarat, India"
2195,DMF,DUMETRA,SER,"Odisha 769011, India"
2196,DMG,DOMINGARH,NER,"Gorakhpur, Uttar Pradesh, India"
2197,DMGN,DHAMALGAON,NFR,"Hapekhati Gaon, Assam 786004, India"
2198,DMH,DAURAM MADHPURA,ECR,"Madhepura, Bihar, India"
2199,DMJR,DOMJUR ROAD,SER,"Baghpara, Domjur, Howrah, West Bengal .."
2200,DMK,DILMILI,ECOR,"Dantewada, Chhattisgarh, India"
2201,DML,DHARAMTUL,NFR,"Dharamtul, Assam, India"
2202,DMLE,DUMURDAHA,ER,"Dumurdahadham, West Bengal, India"
2203,DMM,DHARMAVARAM JN,SCR,"Dharmavaram, Andhra Pradesh, India"
2204,DMN,DHAMANGAON,CR,"Dhamangaon, Maharashtra, India"
2205,DMNJ,DAMANJODI,ECOR,"Damanjodi, Orissa, India"
2206,DMO,DAMOH,WCR,"Damoh Railway Station, Damoh, Madhya P.."
2207,DMP,DHARMPUR HMCHL,NR,"Solan, Himachal Pradesh, India"
2208,DMPR,DHARAMPUR,NR,"Uttar Pradesh, India"
2209,DMR,DHARMANAGAR,NFR,"Dharmanagar, Tripura, India"
2210,DMRT,DUMURIPUT,ECOR,"Dumuriput, Odisha, India"
2211,DMRX,DUMRI HALT,ECR,"Dumri, Bihar 811302, India"
2212,DMSR,DHIMSIRI HALT,NCR,"Dhimsiri, Uttar Pradesh 283111, India"
2213,DMT,DIGUVAMETTA,SCR,"Diguvametta, Andhra Pradesh, India"
2214,DMU,DHAMUA,ER,"Sherpur Dhamua Rd, West Bengal, India"
2215,DMV,DIMAPUR,NFR,"Nagaland 797117, India"
2216,DMW,DALMAU JN,NR,"Dalmau, Rae Bareli, Uttar Pradesh, India"
2217,DMYA,DAMAY,WCR,"Madhya Pradesh, India"
2218,DMZ,DUMDANGI,NFR,"National Highway 31, Sonapur, West Ben.."
2219,DN,DHANARI,NR,"Dhanora, Maharashtra, India"
2220,DNA,DEGANA JN,NWR,"Degana, Rajasthan 341503, India"
2221,DNDI,DHONDI,SCR,"Parbhani, Maharashtra, India"
2222,DNDL,DANDIMAL PH,ECOR,"Dhenkanal, Orissa, India"
2223,DNE,DHAMNI,SCR,"Dhami, Jharkhand, India"
2224,DNEA,DANEA,ECR,"Dana, Uttaranchal, India"
2225,DNGD,DUNGARDA,WR,"Dungarpur, Rajasthan, India"
2226,DNGI,DANGARI,NFR,"Dengari, Rajasthan, India"
2227,DNH,DEONAGAR,ECR,"Ratari, Jharkhand, India"
2228,DNHK,DHINDHORA HKMKD,WCR,"Dausa, Rajasthan, India"
2229,DNHL,DHANIAKHALI H,ER,"Dhaniakhali, West Bengal, India"
2230,DNI,DANSI PH,SER,"Tentulkuli, West Bengal, India"
2231,DNJ,DAUNDAJ,CR,"Daund, Maharashtra, India"
2232,DNK,DHANAKYA,NWR,"Dhankya Station Road, Rajasthan, India"
2233,DNKL,DHENKANAL,ECOR,"Dhenkanal, Orissa, India"
2234,DNL,DHANOLI PH,SECR,"Gondia, Maharashtra, India"
2235,DNM,DHANMANDAL,ECOR,"Dhanmandal, Odisha, India"
2236,DNN,DINA NAGAR,NR,"Punjab 143531, India"
2237,DNQ,DANDKHORA,NFR,"Bihar, India"
2238,DNR,DANAPUR,ECR,"Danapur Railway Station, Danapur, Khag.."
2239,DNRA,DHANDHERA,NR,"Haridwar, Uttarakhand, India"
2240,DNRE,DHANAURI,ER,"Rampur, Bihar 811310, India"
2241,DNRP,DUNGARPUR,NWR,"Dungarpur, Rajasthan, India"
2242,DNT,DANTAN,SER,"Dantan, West Bengal, India"
2243,DNU,DALSANUR,SWR,"Kolar-Srinivaspur Rd, Hoohalli, Karnat.."
2244,DNUA,DHANSURA,WR,"Dhansura, Gujarat, India"
2245,DNV,DONKINAVALASA,ECOR,"Rajam Road, Badangi, Andhra Pradesh, I.."
2246,DNW,DANGARWA,WR,"Mehsana, Gujarat, India"
2247,DNWH,DANIYAWAN BZR H,ECR,"Daniawan, Bihar 803201, India"
2248,DNWR,RAJDHANWAR,ECR,"Rajdhanwar, Jharkhand 815302, India"
2249,DNX,DHANSU,NR,"Haryana 125044, India"
2250,DO,DAUSA,NWR,"Dausa Railway Station, National Highwa.."
2251,DOA,DORAHA,NR,"Doraha, Punjab, India"
2252,DOB,DUNDLOD MKDGRH,NWR,"Jhunjhunu, Rajasthan, India"
2253,DOBH,DEOBAHAL,ECOR,
2254,DOC,DAUN KALAN,NR,"Daun Kalan, Punjab, India"
2255,DOD,DHODHAR,WR,"Dhodar, Madhya Pradesh, India"
2256,DODH,DODH,NR,"Dodh, Punjab, India"
2257,DOE,DEORI,WCR,"Deori Railway Station, Madhya Pradesh,.."
2258,DOH,DHODRA MOHAR,CR,"Bhoura, Madhya Pradesh, India"
2259,DOHM,DEVGARH MADRIYA,NWR,"Devgarh, Rajasthan, India"
2260,DOI,DOMOHANI,NFR,"Teesta Bridge - Singimari Bypass, Domo.."
2261,DOK,DHOLKA,WR,"Dholka, Gujarat, India"
2262,DOKM,DOKRA H,ECR,"Baliapur Hirak Rd, Dhanbad, Jharkhand .."
2263,DOKY,DUKHERI,NR,"Kheri, Uttar Pradesh, India"
2264,DOL,DHOLI,ECR,"Bihar, India"
2265,DOLK,DHOLIKUVA,WR,"Dholikuva, Gujarat, India"
2266,DON,DONTA,WR,"Donta, Madhya Pradesh 455001, India"
2267,DOR,DUNDARA,NWR,"Dundahera, Udyog Vihar, Gurgaon, Harya.."
2268,DORD,DEO ROAD,ECR,"Vin Deo Cir, Indio, CA 92201, USA"
2269,DOS,DEHRI ON SONE,ECR,"Dehri On Sone Railway Station, Dehri, .."
2270,DOT,DHAKIA TIWARI H,NER,"Shahjahanpur, Uttar Pradesh, India"
2271,DOTL,DEOTALA,NFR,"Maldah, West Bengal, India"
2272,DOW,DAVOL,WR,"Davol, Gujarat, India"
2273,DOX,DOHNA,NER,"Bareilly, Uttar Pradesh, India"
2274,DOY,DORNAHALLI,SWR,"Marenahalli, Karnataka, India"
2275,DOZ,DAURAI,NWR,"Rajasthan, India"
2276,DPA,DURGAPURA,NWR,"Durgapura, Vasundhara Colony, Rajastha.."
2277,DPC,DARLIPUT,ECOR,"Koraput, Orissa, India"
2278,DPD,DOSAPADU,SCR,"Dosapadu, Andhra Pradesh, India"
2279,DPDH,DHANPATDIH,ER,"Dhanpatdih, Jharkhand 814118, India"
2280,DPDP,DHAPDHAPI,ER,"Dhapdhapi, West Bengal, India"
2281,DPE,DEVARAPALLI,SWR,"Devarapalli, Andhra Pradesh, India"
2282,DPH,DADHAPARA,SECR,"Budhapara, Raipur, Chhattisgarh, India"
2283,DPI,DODDAMPATTI,SR,"Oddappatti, Tamil Nadu, India"
2284,DPJ,DHARMAPURI,SWR,"Dharmapuri Railway Station, Dharmapuri.."
2285,DPK,DHOLIPAL,NWR,"Dholipal, Rajasthan, India"
2286,DPL,DANAULI PHLWRIA,ECR,"Begusarai, Bihar, India"
2287,DPLN,DIPLANA,NWR,"Hanumangarh, Rajasthan, India"
2288,DPNR,DEEPNAGAR H,ECR,"Chhabilapur - Parwalpur Rd, Deep Nagar.."
2289,DPP,DHIRPUR,NR,"Dhirpur, Punjab, India"
2290,DPR,DHAMPUR,NR,"Dhampur, Uttar Pradesh, India"
2291,DPRA,DHUPDHARA,NFR,"Dhupdhara, Assam, India"
2292,DPS,DANGOAPOSI,SER,"Dangoaposi, Jharkhand, India"
2293,DPSR,DAPSAURA,NCR,"Kanpur Nagar, Uttar Pradesh, India"
2294,DPT,DALPAT SINGHPUR,NWR,"7 V, Rajasthan 335023, India"
2295,DPU,DIPHU,NFR,"Assam 782460, India"
2296,DPUR,DEPUR PH,ECOR,"Depur, Odisha, India"
2297,DPW,DHAPEWARA,SECR,"Balaghat, Madhya Pradesh, India"
2298,DPX,DADPUR,ECR,"Dadpur, Odisha, India"
2299,DPZ,DEVPURA,NWR,"Sawai Madhopur, Rajasthan, India"
2300,DQG,DHUPGURI,NFR,"Jalpaiguri, West Bengal, India"
2301,DQL,DHALAIBIL,NFR,"Dhalaibil, Assam, India"
2302,DQN,DHANERA,NWR,"Banaskantha, Gujarat, India"
2303,DQR,KACHEGUDA DBR,SCR,"Bagh-e-Jahan Ara, Madannapet, Hyderaba.."
2304,DR,DADAR,CR,"Dadar Central, Lakhamsi Nappu Rd, Dada.."
2305,DRA,DULARIYA,WCR,Smt Dulari Devi and Sh Bankey Lal Agga..
2306,DRB,DEBARI,NWR,"Rajsamand, Rajasthan, India"
2307,DRBR,DEORAHA BABA ROAD H,NER,"Chakra, Uttar Pradesh, India"
2308,DRD,DAHANU ROAD,WR,"Dahanu Road, Main Road, Malyan, Dahanu.."
2309,DRG,DARSHANNAGAR,NR,"Adarshnagar, Konnagar, West Bengal, In.."
2310,DRGJ,DARAGANJ,NER,"Daraganj, Allahabad, Uttar Pradesh, In.."
2311,DRGM,DEORAGRAM,WCR,"Madhya Pradesh 486886, India"
2312,DRGU,DAMRUGHUTU,SER,"Damrughutu, West Bengal, India"
2313,DRH,DHARHARA,ER,"Dharahra(South), Bihar 811212, India"
2314,DRHI,DAGAR KHEDI,WCR,"Harda, Madhya Pradesh, India"
2315,DRI,DUMRI JUARA,ECR,"Bihar, India"
2316,DRL,DEROL,WR,"State Highway 5, Kalol, Gujarat, India"
2317,DRLA,DAURALA,NR,"Daurala, Uttar Pradesh, India"
2318,DRN,DEORANIAN,NER,"Bichpuri, Uttar Pradesh 243203, India"
2319,DRO,DARYAOGONJ,NER,"Daryaoganj, Uttar Pradesh 207244, India"
2320,DRPH,DEVRI PH,SECR,"Seoni, Madhya Pradesh, India"
2321,DRQ,DHARMINIYA H,ECR,"Bihar 845433, India"
2322,DRR,DHARUR,SCR,"Dharur, Andhra Pradesh, India"
2323,DRS,DHARESHWAR,NWR,"Pali, Rajasthan, India"
2324,DRSN,DHURWASIN,SECR,"Shahdol, Madhya Pradesh, India"
2325,DRTP,DASHARATHPUR,ER,"Raghunatpur, Bihar, India"
2326,DRU,KADUR,SWR,"Kadur, Karnataka, India"
2327,DRV,DARAULI,ECR,"Darauli, Bihar, India"
2328,DRW,DHAREWADA,WR,"Patan, Gujarat, India"
2329,DRWN,DEROWAN P. H.,SER,"Derawan Halt, Saranda-Singhbhum Range,.."
2330,DRZ,DALLI RAJHARA,SECR,"Durg, Chhattisgarh, India"
2331,DS,DASNA,NR,"Ghaziabad, Uttar Pradesh, India"
2332,DSA,DELHI SHAHDARA,NR,"Jawala Nagar, Shahdara, New Delhi, Del.."
2333,DSB,SADAR BAZAR,NR,"Sadar Bazar, New Delhi, Delhi 110006, .."
2334,DSD,DOSVADA,WR,"Tapi, Gujarat, India"
2335,DSJ,DELHI SAFDARJNG,NR,"Safdarjung, Netaji Nagar, New Delhi, D.."
2336,DSK,DUSKHEDA,CR,"Walkheda, Maharashtra, India"
2337,DSKG,DSKS NAGAR GARHPURA,ECR,"Garhpura, Bihar 848204, India"
2338,DSL,DESWAL,NWR,"Nagaur, Rajasthan, India"
2339,DSM,DARASURAM,SR,"Darasuram, Tamil Nadu, India"
2340,DSME,DASARA,ECR,"Maskedih, Jharkhand, India"
2341,DSNI,DAUSNI,NR,"Haridwar, Uttarakhand, India"
2342,DSNR,DASHNAGAR,SER,"Dasnagar Railway Station, Howrah, West.."
2343,DSO,DESHNOK,NWR,"Deshnok, Rajasthan, India"
2344,DSPL,DASPALLA,ECOR,"Daspalla, Odisha, India"
2345,DSPN,DESHAPRAN P H,SER,"Deshapran, West Bengal, India"
2346,DSPT,DANISHPET,SR,"Salem, Tamil Nadu, India"
2347,DSR,DHANSIRI,NFR,"Dhansiri, Assam, India"
2348,DSS,DALSINGH SARAI,ECR,"Dalsingh Sarai, Bihar, India"
2349,DST,DASAMPATTI,SR,"Dasampatti, Uthangarai, Tamil Nadu, In.."
2350,DSVS,D SAMUDRAVALLI,SWR,"B.Samudravalli, Karnataka 573225, India"
2351,DSX,DESANG,NFR,"Sorupalengi, Assam, India"
2352,DTAE,DHATRIGRAM,ER,"Dhatrigram, West Bengal, India"
2353,DTAP,DHATURA ALIPUR,SECR,"MP SH 11A, Alipur, Madhya Pradesh 4817.."
2354,DTC,DITOKCHERRA,NFR,"788818, India"
2355,DTE,DEULTI,SER,"Deulti, West Bengal, India"
2356,DTF,DANTIA,NCR,"Alwar, Rajasthan, India"
2357,DTG,DIGNAGAR,ER,"Dignagar, West Bengal 741401, India"
2358,DTJ,DETROJ,WR,"Detroj, Gujarat, India"
2359,DTK,DATTAPUKUR,ER,"Dattapukur, West Bengal"
2360,DTL,DARRITOLA,SECR,"Koria, Chhattisgarh, India"
2361,DTN,DHAMTAN SAHIB,NR,Guruduwara Dhamtan Sahib Novi Patshahi..
2362,DTO,DALTONGANJ,ECR,"Daltonganj Railway Station, Daltonganj.."
2363,DTP,DIVITI PALLI,SCR,"Diviti Palli Station, Divitipally, And.."
2364,DTQ,DATARDA KALAN,NCR,"Madhya Pradesh, India"
2365,DTR,DHAMTARI,SECR,"National Highway 43, Dhamtari, Chhatti.."
2366,DTRA,DANTRA,NWR,"Kothera, Rajasthan 303348, India"
2367,DTRD,DIYATARA ROAD,NWR,"Rajasthan, India"
2368,DTT,DODAANATTA HALT,SWR,
2369,DTV,DHUTRA,SER,"Black Diamond College Road, Jharsuguda.."
2370,DTVL,DATIVLI CABIN,CR,"Thane, Maharashtra, India"
2371,DTW,DATEWAS,NR,"Datewas, Punjab, India"
2372,DTX,DANGTAL,NFR,"Kurulia Dangal Rd, Durgapur, West Beng.."
2373,DUA,DHAURA,NCR,"Dhaura Station, Dhaura, Madhya Pradesh.."
2374,DUAN,DUAN,SER,"Debra-Balichak, Balichak, West Bengal,.."
2375,DUB,DABTARA,NR,"Uttar Pradesh, India"
2376,DUBH,DUBAHA,ECR,"Dubha Station, Bihar, India"
2377,DUD,DUDHANI,CR,"Dudhani Railway Station, Maharashtra, .."
2378,DUE,DUDAHI,NER,"Kushinagar, Uttar Pradesh, India"
2379,DUI,DHURI JN,NR,"Dhuri, Punjab, India"
2380,DUJ,DUBRAJPUR,ER,"Dubrajpur, West Bengal, India"
2381,DUK,DUDIA,NWR,"Dudia, Chhattisgarh, India"
2382,DULP,DAULATPUR HARYANA,NR,"Daulatpur, Haryana, India"
2383,DUM,DHAURMAU JAGHINA,WCR,"Bharatpur, Rajasthan, India"
2384,DUMK,DUMKA,ER,"Dumka, Jharkhand, India"
2385,DUMR,DUMRA,ECR,"Dumra, Bihar, India"
2386,DUN,DUGANPUR,NR,"Durgapur Railway Station, Durgapur, We.."
2387,DUO,DHAURSALAR H,NER,"Kanpur Nagar, Uttar Pradesh, India"
2388,DUQ,DUKHNAWARAN H,NR,"Punjab 143401, India"
2389,DUR,DESUR,SWR,"Desur, Karnataka, India"
2390,DURE,DUMRAON,ECR,"Dumraon Railway Station, Dumraon, Biha.."
2391,DURG,DURG,SECR,"Durg Railway Station, Durg, Chhattisga.."
2392,DURP,DURGAPURI,NCR,"Semalda, Madhya Pradesh 476337, India"
2393,DUS,DULRASAR,NWR,"Dulrasar Railway Station, Rajasthan, I.."
2394,DUSI,DUSI,ECOR,"Dusipeta Railway Station, Dusi, Andhra.."
2395,DUT,DUM DUMA TOWN,NFR,"Dum Duma, Assam, India"
2396,DUTR,DURIATANR HALT,ECR,"Nima Pahri, Jharkhand 825412, India"
2397,DUU,DUPADU,SCR,"Dupadu, Andhra Pradesh, India"
2398,DV,DHUVA,WR,"Gujarat 363621, India"
2399,DVA,DELVADA,WR,"Railway Station Rd, Delvada, Gujarat, .."
2400,DVD,DUVVADA,ECOR,"Duvvada, Vishakhapatnam, Andhra Prades.."
2401,DVG,DAVANGERE,SWR,"Davanagere, Karnataka, India"
2402,DVGM,DEVGAM,WR,"Devgam, Gujarat, India"
2403,DVH,DEVI HALT,SECR,"Chhindwara, Madhya Pradesh, India"
2404,DVJ,DILLIDEWANGANJ,NFR,"West Bengal, India"
2405,DVL,DEVLALI,CR,"DEVLALI, Nashik, Maharashtra, India"
2406,DVM,DALBHUMGARH,SER,"National Highway 33, Dhalbhumgarh, Jha.."
2407,DVN,DEVTHANA H,SCR,"Devthana Station, Maharashtra, India"
2408,DVR,DORAVART CHTRAM,SR,"Nellore, Andhra Pradesh, India"
2409,DWA,DAILWARA,NCR,"Uttar Pradesh, India"
